x,y,z
2.6170568373590597,5.992992870063887,194.04716630560546
2.469787990719998,5.137078552153048,125.99081458684432
9.062545805210366,2.881845259595295,92.30089202811209
2.495461998495061,0.06464357789710551,187.52768716287062
2.71949726128631,4.962392219008139,100.19415964453097
7.593982624179637,2.856259885622431,255.93080539792987
4.4973984245054,7.346083007105351,131.71740888394226
7.767105569551812,0.2394626527048349,181.20233992544013
0.6536615756438524,5.8482781130579085,216.20923611261298
4.875711936733843,9.414742375060655,276.90876213361247
0.3361360018328263,1.744092671114995,215.69650767214375
0.6265320345535452,4.716494907505954,273.9159051369353
9.06437453344411,0.9142199181713817,298.51676841445817
1.3924537111759516,6.256819122613527,161.36867541082847
5.324206822752171,5.505316805962256,259.2810276394289
4.110956026007066,4.073655242128323,197.10190604243118
3.4734332625884266,5.213770214737412,122.03696134239567
8.998333456872725,8.965746584690102,299.84769027682773
0.218233967754895,1.9629430231106704,197.05322571020855
6.637896861755891,0.22564511705347234,164.29559568093092
9.633944342135504,8.61664884699101,242.05880532363278
5.60168183461842,5.771170823879065,216.63033684699326
9.368224620330919,8.906584554618425,281.97536031265685
0.5225787928602377,5.969452234131726,198.68532782088266
4.187933190741614,8.101610899597025,199.8551320640496
2.6015779096205116,4.296733633551479,156.75518328054426
7.3082096498072975,7.498599312882687,260.8581185853485
9.812970904972467,9.13041466889856,224.7697945087904
2.565300624442478,5.721229637222063,160.45915005157403
6.5417460147407445,1.8078515056237954,171.53044602994942
1.9809763275974013,2.6879761503019814,192.23215236826766
5.653302545716099,1.9864457689740578,196.1580793833526
4.639324866883362,2.468570275957329,135.52195895147148
9.72005329631537,3.0641544935103635,150.52790211235387
6.085272726964666,5.551337867531885,185.91565900313307
3.495063720868188,5.879916294638328,180.9705284270777
1.1409578488793337,4.264997472418611,236.41924411054217
1.5124682873493456,6.154207798208354,177.54295935572503
2.2531692995123507,0.8157492561136592,156.0270515141249
2.50966661340298,0.8778823705815997,121.01732043319322
8.506160578411379,1.7182946035765845,227.09851132286047
5.612227882825249,5.180774980403448,252.66876637079517
5.233909113743664,2.1399467869831357,173.6317290335861
1.1476887186921747,2.832844034925773,96.31513998758967
8.60139693349435,4.0031283617299405,195.41809292245222
7.228143032084837,8.118661240103798,176.778052235978
0.6766836190000158,0.13862135912860118,214.82013788364242
7.078350972297686,6.493788202366224,267.9621436860828
5.4353821734264605,6.688765310406853,123.14674881117874
0.8172534574677826,7.986557803566365,192.87380799605103
4.583006415286564,9.327529390603132,267.48987223560084
4.8469628713004695,0.20137848949289827,226.7237220368309
1.6577454016327575,1.5378370551321618,230.6949625637969
9.456981470002823,8.861712940559931,272.23141359138106
8.49975371480662,4.585185621870154,254.0118953026711
6.690223373291083,5.645906389334635,145.99768172288137
4.622955610006072,6.630272037231474,122.16693364562795
4.1176554158450855,6.790666044956374,176.73870277914926
6.509734671509541,9.317404033165083,128.8027938542349
5.4543186940690545,9.969494174116697,198.80222360082809
0.6227310588188562,7.201574609309402,112.23374939469892
5.125026487703317,2.872212092051508,94.08611073494856
8.064036172328395,8.797524022943437,205.0151119997621
4.59239877596958,0.49220914540761607,253.8080124763109
0.5195657755426841,2.3108085287449622,159.12097543807795
7.862781993840331,8.973857174637148,172.56190319017202
2.013637821359744,2.5619151443935495,196.73731504287264
2.5862083488803878,2.206510596217485,221.64235922317027
1.647063534322959,1.3812529314024724,240.6554088736978
3.302150648714975,8.591117576469165,120.21583442258012
7.56751505688635,5.000582591910867,129.0301897384632
5.193858595039373,6.748932030541548,102.52007635998947
2.048812741507126,2.390663840750297,199.6316124493498
8.778300781520409,7.580404210112165,134.557321133227
8.795818549515293,7.600055449620985,136.43676975746274
8.70578425046007,3.1259802490830015,102.84930369032921
2.3879621138153926,4.1068263301028285,184.9622950545222
4.512393441809881,2.0969027743020083,183.52522421555602
9.849896561408752,9.765610233229044,203.82816296230138
7.7201247630999035,6.456025770584116,224.34300363316015
0.2716742122555982,9.345438807155155,232.21793519337504
0.6520459126049205,3.033855436291332,105.42374883315526
4.639313768123328,7.8189091299688975,170.13739174208192
9.092202058615602,7.65858643884742,141.9118016754191
5.387017979527142,6.916556518665415,109.55170964023979
4.9781250803429025,9.656389752668005,248.92916402276828
1.0547369995663058,3.9355533610631555,184.42792739610297
6.5678010472429404,1.307173235897573,122.6114169956599
8.221031606002255,6.717088592440607,162.74267712138789
3.8042000750756233,7.2930980047720615,223.4774401139916
7.756118509253275,5.750605734588147,180.01510604323585
9.644766539008117,2.0681789313339625,189.0572599169592
2.037664591276891,5.044559416693554,188.80666826365902
5.233296311947413,3.121897365691294,98.76338792062425
2.8713795808457556,4.27466528166689,151.98398237446747
7.9285441903383935,6.452185758446639,202.66864531264963
5.775933658811575,7.452147426908345,167.55444834355967
6.345824175503037,2.3222469090134314,221.31436468214994
7.979141596158941,4.053253606469534,194.71260789331888
3.959704726624549,2.6916157099162916,200.87749364489375
9.150900684070432,1.9863161386186912,197.19365306252723
5.3302886724614,7.833872199958384,171.47473820283525
1.57954822835348,9.092526944369924,258.734955713659
6.958991181688025,3.702321856845767,242.2293148562922
7.9326135043825445,7.512789243737669,202.68516882492582
3.1676167706752665,8.96995289364411,93.73135901813554
8.57179256998753,8.461242105302315,249.4334573375494
9.061432547657663,1.828133885392259,222.87314615503865
2.769044873778089,9.562918815133614,132.77419237963088
9.83521472715222,3.7667644042946247,185.37230154195097
1.4071152804875842,3.3924066117383633,126.25312597929117
2.0201566840249,0.6243132727778034,192.23822248902042
1.8422483923802613,4.86173654104883,220.14810383550088
8.939897100078705,1.090136156409287,298.4864042022117
6.542925523249618,2.48539820927426,249.62079617409483
1.5210428322227287,3.1694262176728136,125.77406998200465
4.40323418368349,8.088263234916841,203.58887075053755
6.15298025069802,8.754886503958964,171.84003169145126
0.8346408498938329,3.024663174614697,93.59832901407528
8.824163684073387,8.586981212445739,275.49583566325845
8.036035354415352,8.57230937369791,199.6494083189653
5.052067735766382,7.646509503848735,139.83264240208464
9.671266152591704,1.4669511401518154,233.51035691018936
4.177609792750997,6.90322846900729,166.41813513993554
9.841103190364977,9.450240645805687,214.71564389614014
6.67919998803627,6.82540478767157,283.51222663790156
6.346712732539414,3.3161684910783396,242.82736393163282
1.65954895295785,5.005793174308312,248.51115260346762
